=== n8 ctrl seed 1: train_gpt_muonh_fast_slow_decay.py ===
W0827 07:42:35.001000 19568 torch/distributed/run.py:852] 
W0827 07:42:35.001000 19568 torch/distributed/run.py:852] *****************************************
W0827 07:42:35.001000 19568 torch/distributed/run.py:852] Setting OMP_NUM_THREADS environment variable for each process to be 1 in default, to avoid your system being overloaded, please further tune the variable for optimal performance in your application as needed. 
W0827 07:42:35.001000 19568 torch/distributed/run.py:852] *****************************************
logs/muonh_fast_slow_decay_warm100_plateauEnd200_peak0.03_fastEnd1750_floor0.006_slowlinear_exp0.6_steps3125_seed1.txt
step:0/3125 val_loss:10.99622 train_time:0.000s step_avg:nanms
step:1/3125 train_time:2.886s step_avg:2885.81ms
step:125/3125 val_loss:4.89809 train_time:22.022s step_avg:176.17ms
step:126/3125 train_time:22.171s step_avg:175.96ms
step:127/3125 train_time:22.327s step_avg:175.80ms
step:128/3125 train_time:22.478s step_avg:175.61ms
step:129/3125 train_time:22.633s step_avg:175.45ms
step:130/3125 train_time:22.787s step_avg:175.28ms
step:131/3125 train_time:22.940s step_avg:175.12ms
step:132/3125 train_time:23.095s step_avg:174.96ms
step:133/3125 train_time:23.251s step_avg:174.82ms
step:134/3125 train_time:23.404s step_avg:174.66ms
step:135/3125 train_time:23.560s step_avg:174.52ms
step:136/3125 train_time:23.713s step_avg:174.36ms
step:137/3125 train_time:23.867s step_avg:174.21ms
step:138/3125 train_time:24.020s step_avg:174.06ms
step:139/3125 train_time:24.174s step_avg:173.92ms
step:140/3125 train_time:24.328s step_avg:173.77ms
step:141/3125 train_time:24.482s step_avg:173.63ms
step:142/3125 train_time:24.635s step_avg:173.49ms
step:143/3125 train_time:24.788s step_avg:173.34ms
step:144/3125 train_time:24.942s step_avg:173.21ms
step:145/3125 train_time:25.095s step_avg:173.07ms
step:146/3125 train_time:25.251s step_avg:172.95ms
step:147/3125 train_time:25.405s step_avg:172.82ms
step:148/3125 train_time:25.559s step_avg:172.69ms
step:149/3125 train_time:25.712s step_avg:172.56ms
step:150/3125 train_time:25.866s step_avg:172.44ms
step:151/3125 train_time:26.019s step_avg:172.31ms
step:152/3125 train_time:26.173s step_avg:172.19ms
step:153/3125 train_time:26.327s step_avg:172.07ms
step:154/3125 train_time:26.482s step_avg:171.96ms
step:155/3125 train_time:26.636s step_avg:171.85ms
step:156/3125 train_time:26.790s step_avg:171.73ms
step:157/3125 train_time:26.944s step_avg:171.62ms
step:158/3125 train_time:27.099s step_avg:171.51ms
step:159/3125 train_time:27.253s step_avg:171.40ms
step:160/3125 train_time:27.406s step_avg:171.29ms
step:161/3125 train_time:27.559s step_avg:171.17ms
step:162/3125 train_time:27.712s step_avg:171.06ms
step:163/3125 train_time:27.866s step_avg:170.96ms
step:164/3125 train_time:28.019s step_avg:170.85ms
step:165/3125 train_time:28.173s step_avg:170.74ms
step:166/3125 train_time:28.327s step_avg:170.65ms
step:167/3125 train_time:28.481s step_avg:170.55ms
step:168/3125 train_time:28.635s step_avg:170.45ms
step:169/3125 train_time:28.789s step_avg:170.35ms
step:170/3125 train_time:28.942s step_avg:170.25ms
step:171/3125 train_time:29.096s step_avg:170.15ms
step:172/3125 train_time:29.250s step_avg:170.06ms
step:173/3125 train_time:29.403s step_avg:169.96ms
step:174/3125 train_time:29.558s step_avg:169.87ms
step:175/3125 train_time:29.711s step_avg:169.78ms
step:176/3125 train_time:29.865s step_avg:169.69ms
step:177/3125 train_time:30.018s step_avg:169.60ms
step:178/3125 train_time:30.172s step_avg:169.51ms
step:179/3125 train_time:30.327s step_avg:169.42ms
step:180/3125 train_time:30.480s step_avg:169.33ms
step:181/3125 train_time:30.634s step_avg:169.25ms
step:182/3125 train_time:30.789s step_avg:169.17ms
step:183/3125 train_time:30.942s step_avg:169.08ms
step:184/3125 train_time:31.095s step_avg:169.00ms
step:185/3125 train_time:31.249s step_avg:168.92ms
step:186/3125 train_time:31.404s step_avg:168.84ms
step:187/3125 train_time:31.558s step_avg:168.76ms
step:188/3125 train_time:31.711s step_avg:168.67ms
step:189/3125 train_time:31.865s step_avg:168.60ms
step:190/3125 train_time:32.019s step_avg:168.52ms
step:191/3125 train_time:32.318s step_avg:169.21ms
step:192/3125 train_time:32.473s step_avg:169.13ms
step:193/3125 train_time:32.627s step_avg:169.05ms
step:194/3125 train_time:32.780s step_avg:168.97ms
step:195/3125 train_time:32.933s step_avg:168.88ms
step:196/3125 train_time:33.086s step_avg:168.81ms
step:197/3125 train_time:33.241s step_avg:168.73ms
step:198/3125 train_time:33.394s step_avg:168.66ms
step:199/3125 train_time:33.548s step_avg:168.58ms
step:200/3125 train_time:33.701s step_avg:168.50ms
step:201/3125 train_time:33.856s step_avg:168.44ms
step:202/3125 train_time:34.011s step_avg:168.37ms
step:203/3125 train_time:34.165s step_avg:168.30ms
step:204/3125 train_time:34.319s step_avg:168.23ms
step:205/3125 train_time:34.473s step_avg:168.16ms
step:206/3125 train_time:34.627s step_avg:168.09ms
step:207/3125 train_time:34.781s step_avg:168.02ms
step:208/3125 train_time:34.934s step_avg:167.95ms
step:209/3125 train_time:35.088s step_avg:167.88ms
step:210/3125 train_time:35.242s step_avg:167.82ms
step:211/3125 train_time:35.395s step_avg:167.75ms
step:212/3125 train_time:35.551s step_avg:167.69ms
step:213/3125 train_time:35.704s step_avg:167.62ms
step:214/3125 train_time:35.858s step_avg:167.56ms
step:215/3125 train_time:36.011s step_avg:167.49ms
step:216/3125 train_time:36.165s step_avg:167.43ms
step:217/3125 train_time:36.318s step_avg:167.37ms
step:218/3125 train_time:36.474s step_avg:167.31ms
step:219/3125 train_time:36.630s step_avg:167.26ms
step:220/3125 train_time:36.783s step_avg:167.20ms
step:221/3125 train_time:36.936s step_avg:167.13ms
step:222/3125 train_time:37.090s step_avg:167.07ms
step:223/3125 train_time:37.243s step_avg:167.01ms
step:224/3125 train_time:37.398s step_avg:166.95ms
step:225/3125 train_time:37.552s step_avg:166.90ms
step:226/3125 train_time:37.706s step_avg:166.84ms
step:227/3125 train_time:37.860s step_avg:166.78ms
step:228/3125 train_time:38.012s step_avg:166.72ms
step:229/3125 train_time:38.166s step_avg:166.66ms
step:230/3125 train_time:38.319s step_avg:166.61ms
step:231/3125 train_time:38.473s step_avg:166.55ms
step:232/3125 train_time:38.628s step_avg:166.50ms
step:233/3125 train_time:38.781s step_avg:166.44ms
step:234/3125 train_time:38.935s step_avg:166.39ms
step:235/3125 train_time:39.089s step_avg:166.33ms
step:236/3125 train_time:39.241s step_avg:166.28ms
step:237/3125 train_time:39.395s step_avg:166.22ms
step:238/3125 train_time:39.549s step_avg:166.17ms
step:239/3125 train_time:39.704s step_avg:166.13ms
step:240/3125 train_time:39.859s step_avg:166.08ms
step:241/3125 train_time:40.012s step_avg:166.02ms
step:242/3125 train_time:40.165s step_avg:165.97ms
step:243/3125 train_time:40.318s step_avg:165.92ms
step:244/3125 train_time:40.472s step_avg:165.87ms
step:245/3125 train_time:40.627s step_avg:165.82ms
step:246/3125 train_time:40.780s step_avg:165.77ms
step:247/3125 train_time:40.933s step_avg:165.72ms
step:248/3125 train_time:41.088s step_avg:165.68ms
step:249/3125 train_time:41.241s step_avg:165.63ms
step:250/3125 train_time:41.394s step_avg:165.58ms
step:250/3125 val_loss:4.23014 train_time:41.403s step_avg:155.05ms
step:251/3125 train_time:41.550s step_avg:165.54ms
step:252/3125 train_time:41.705s step_avg:165.50ms
step:253/3125 train_time:41.859s step_avg:165.45ms
step:254/3125 train_time:42.012s step_avg:165.40ms
step:255/3125 train_time:42.165s step_avg:165.35ms
step:256/3125 train_time:42.318s step_avg:165.31ms
step:257/3125 train_time:42.472s step_avg:165.26ms
step:258/3125 train_time:42.625s step_avg:165.21ms
step:259/3125 train_time:42.779s step_avg:165.17ms
step:260/3125 train_time:42.933s step_avg:165.13ms
step:261/3125 train_time:43.086s step_avg:165.08ms
step:262/3125 train_time:43.239s step_avg:165.03ms
step:263/3125 train_time:43.394s step_avg:165.00ms
step:264/3125 train_time:43.547s step_avg:164.95ms
step:265/3125 train_time:43.700s step_avg:164.91ms
step:266/3125 train_time:43.855s step_avg:164.87ms
step:267/3125 train_time:44.009s step_avg:164.83ms
step:268/3125 train_time:44.162s step_avg:164.78ms
step:269/3125 train_time:44.315s step_avg:164.74ms
step:270/3125 train_time:44.469s step_avg:164.70ms
step:271/3125 train_time:44.623s step_avg:164.66ms
step:272/3125 train_time:44.777s step_avg:164.62ms
step:273/3125 train_time:44.931s step_avg:164.58ms
step:274/3125 train_time:45.085s step_avg:164.55ms
step:275/3125 train_time:45.239s step_avg:164.51ms
step:276/3125 train_time:45.393s step_avg:164.47ms
step:277/3125 train_time:45.546s step_avg:164.43ms
step:278/3125 train_time:45.701s step_avg:164.39ms
step:279/3125 train_time:45.855s step_avg:164.36ms
step:280/3125 train_time:46.009s step_avg:164.32ms
step:281/3125 train_time:46.163s step_avg:164.28ms
step:282/3125 train_time:46.316s step_avg:164.24ms
step:283/3125 train_time:46.470s step_avg:164.21ms
step:284/3125 train_time:46.624s step_avg:164.17ms
step:285/3125 train_time:46.778s step_avg:164.13ms
step:286/3125 train_time:46.932s step_avg:164.10ms
step:287/3125 train_time:47.085s step_avg:164.06ms
step:288/3125 train_time:47.238s step_avg:164.02ms
step:289/3125 train_time:47.392s step_avg:163.99ms
step:290/3125 train_time:47.546s step_avg:163.95ms
step:291/3125 train_time:47.699s step_avg:163.91ms
step:292/3125 train_time:47.852s step_avg:163.88ms
step:293/3125 train_time:48.006s step_avg:163.84ms
step:294/3125 train_time:48.159s step_avg:163.81ms
step:295/3125 train_time:48.313s step_avg:163.77ms
step:296/3125 train_time:48.466s step_avg:163.74ms
step:297/3125 train_time:48.619s step_avg:163.70ms
step:298/3125 train_time:48.773s step_avg:163.67ms
step:299/3125 train_time:48.926s step_avg:163.63ms
step:300/3125 train_time:49.080s step_avg:163.60ms
step:301/3125 train_time:49.234s step_avg:163.57ms
step:302/3125 train_time:49.387s step_avg:163.53ms
step:303/3125 train_time:49.540s step_avg:163.50ms
step:304/3125 train_time:49.696s step_avg:163.47ms
step:305/3125 train_time:49.849s step_avg:163.44ms
step:306/3125 train_time:50.004s step_avg:163.41ms
step:307/3125 train_time:50.157s step_avg:163.38ms
step:308/3125 train_time:50.311s step_avg:163.35ms
step:309/3125 train_time:50.465s step_avg:163.32ms
step:310/3125 train_time:50.618s step_avg:163.28ms
step:311/3125 train_time:50.771s step_avg:163.25ms
step:312/3125 train_time:50.925s step_avg:163.22ms
step:313/3125 train_time:51.078s step_avg:163.19ms
step:314/3125 train_time:51.231s step_avg:163.16ms
step:315/3125 train_time:51.385s step_avg:163.13ms
step:316/3125 train_time:51.538s step_avg:163.10ms
step:317/3125 train_time:51.691s step_avg:163.06ms
step:318/3125 train_time:51.845s step_avg:163.03ms
step:319/3125 train_time:52.000s step_avg:163.01ms
step:320/3125 train_time:52.154s step_avg:162.98ms
step:321/3125 train_time:52.307s step_avg:162.95ms
step:322/3125 train_time:52.461s step_avg:162.92ms
step:323/3125 train_time:52.614s step_avg:162.89ms
step:324/3125 train_time:52.767s step_avg:162.86ms
step:325/3125 train_time:52.921s step_avg:162.83ms
step:326/3125 train_time:53.076s step_avg:162.81ms
step:327/3125 train_time:53.229s step_avg:162.78ms
step:328/3125 train_time:53.383s step_avg:162.75ms
step:329/3125 train_time:53.536s step_avg:162.72ms
step:330/3125 train_time:53.689s step_avg:162.69ms
step:331/3125 train_time:53.843s step_avg:162.67ms
step:332/3125 train_time:53.997s step_avg:162.64ms
step:333/3125 train_time:54.150s step_avg:162.61ms
step:334/3125 train_time:54.303s step_avg:162.58ms
step:335/3125 train_time:54.456s step_avg:162.56ms
step:336/3125 train_time:54.610s step_avg:162.53ms
step:337/3125 train_time:54.764s step_avg:162.51ms
step:338/3125 train_time:54.917s step_avg:162.48ms
step:339/3125 train_time:55.071s step_avg:162.45ms
step:340/3125 train_time:55.224s step_avg:162.42ms
step:341/3125 train_time:55.377s step_avg:162.40ms
step:342/3125 train_time:55.531s step_avg:162.37ms
step:343/3125 train_time:55.684s step_avg:162.34ms
step:344/3125 train_time:55.837s step_avg:162.32ms
step:345/3125 train_time:55.990s step_avg:162.29ms
step:346/3125 train_time:56.144s step_avg:162.26ms
step:347/3125 train_time:56.297s step_avg:162.24ms
step:348/3125 train_time:56.450s step_avg:162.21ms
step:349/3125 train_time:56.604s step_avg:162.19ms
step:350/3125 train_time:56.758s step_avg:162.16ms
step:351/3125 train_time:56.913s step_avg:162.14ms
step:352/3125 train_time:57.066s step_avg:162.12ms
step:353/3125 train_time:57.219s step_avg:162.09ms
step:354/3125 train_time:57.372s step_avg:162.07ms
step:355/3125 train_time:57.525s step_avg:162.04ms
step:356/3125 train_time:57.679s step_avg:162.02ms
step:357/3125 train_time:57.832s step_avg:162.00ms
step:358/3125 train_time:57.986s step_avg:161.97ms
step:359/3125 train_time:58.139s step_avg:161.95ms
step:360/3125 train_time:58.293s step_avg:161.92ms
step:361/3125 train_time:58.445s step_avg:161.90ms
step:362/3125 train_time:58.598s step_avg:161.87ms
step:363/3125 train_time:58.752s step_avg:161.85ms
step:364/3125 train_time:58.905s step_avg:161.83ms
step:365/3125 train_time:59.059s step_avg:161.81ms
step:366/3125 train_time:59.214s step_avg:161.79ms
step:367/3125 train_time:59.366s step_avg:161.76ms
step:368/3125 train_time:59.520s step_avg:161.74ms
step:369/3125 train_time:59.675s step_avg:161.72ms
step:370/3125 train_time:59.828s step_avg:161.70ms
step:371/3125 train_time:59.981s step_avg:161.67ms
step:372/3125 train_time:60.135s step_avg:161.65ms
step:373/3125 train_time:60.288s step_avg:161.63ms
step:374/3125 train_time:60.442s step_avg:161.61ms
step:375/3125 train_time:60.596s step_avg:161.59ms
step:375/3125 val_loss:4.03716 train_time:60.604s step_avg:153.61ms
step:376/3125 train_time:60.753s step_avg:161.58ms
step:377/3125 train_time:60.906s step_avg:161.56ms
step:378/3125 train_time:61.059s step_avg:161.53ms
step:379/3125 train_time:61.213s step_avg:161.51ms
step:380/3125 train_time:61.366s step_avg:161.49ms
step:381/3125 train_time:61.574s step_avg:161.61ms
step:382/3125 train_time:61.727s step_avg:161.59ms
step:383/3125 train_time:61.881s step_avg:161.57ms
step:384/3125 train_time:62.034s step_avg:161.55ms
step:385/3125 train_time:62.188s step_avg:161.53ms
step:386/3125 train_time:62.342s step_avg:161.51ms
step:387/3125 train_time:62.495s step_avg:161.49ms
step:388/3125 train_time:62.648s step_avg:161.46ms
step:389/3125 train_time:62.802s step_avg:161.45ms
step:390/3125 train_time:62.957s step_avg:161.43ms
step:391/3125 train_time:63.110s step_avg:161.41ms
step:392/3125 train_time:63.264s step_avg:161.39ms
step:393/3125 train_time:63.418s step_avg:161.37ms
step:394/3125 train_time:63.572s step_avg:161.35ms
step:395/3125 train_time:63.726s step_avg:161.33ms
step:396/3125 train_time:63.880s step_avg:161.31ms
step:397/3125 train_time:64.034s step_avg:161.30ms
step:398/3125 train_time:64.188s step_avg:161.28ms
step:399/3125 train_time:64.342s step_avg:161.26ms
step:400/3125 train_time:64.495s step_avg:161.24ms
step:401/3125 train_time:64.648s step_avg:161.22ms
step:402/3125 train_time:64.802s step_avg:161.20ms
step:403/3125 train_time:64.955s step_avg:161.18ms
step:404/3125 train_time:65.110s step_avg:161.16ms
step:405/3125 train_time:65.264s step_avg:161.15ms
step:406/3125 train_time:65.417s step_avg:161.13ms
step:407/3125 train_time:65.570s step_avg:161.11ms
step:408/3125 train_time:65.725s step_avg:161.09ms
step:409/3125 train_time:65.878s step_avg:161.07ms
step:410/3125 train_time:66.033s step_avg:161.06ms
step:411/3125 train_time:66.187s step_avg:161.04ms
step:412/3125 train_time:66.340s step_avg:161.02ms
step:413/3125 train_time:66.493s step_avg:161.00ms
step:414/3125 train_time:66.646s step_avg:160.98ms
step:415/3125 train_time:66.798s step_avg:160.96ms
step:416/3125 train_time:66.953s step_avg:160.94ms
step:417/3125 train_time:67.107s step_avg:160.93ms
step:418/3125 train_time:67.261s step_avg:160.91ms
step:419/3125 train_time:67.415s step_avg:160.89ms
step:420/3125 train_time:67.567s step_avg:160.87ms
step:421/3125 train_time:67.721s step_avg:160.86ms
step:422/3125 train_time:67.874s step_avg:160.84ms
step:423/3125 train_time:68.028s step_avg:160.82ms
step:424/3125 train_time:68.182s step_avg:160.81ms
step:425/3125 train_time:68.335s step_avg:160.79ms
step:426/3125 train_time:68.489s step_avg:160.77ms
step:427/3125 train_time:68.642s step_avg:160.76ms
step:428/3125 train_time:68.795s step_avg:160.74ms
step:429/3125 train_time:68.948s step_avg:160.72ms
step:430/3125 train_time:69.104s step_avg:160.71ms
step:431/3125 train_time:69.257s step_avg:160.69ms
step:432/3125 train_time:69.410s step_avg:160.67ms
step:433/3125 train_time:69.564s step_avg:160.66ms
step:434/3125 train_time:69.717s step_avg:160.64ms
step:435/3125 train_time:69.872s step_avg:160.62ms
step:436/3125 train_time:70.025s step_avg:160.61ms
step:437/3125 train_time:70.178s step_avg:160.59ms
step:438/3125 train_time:70.332s step_avg:160.57ms
step:439/3125 train_time:70.485s step_avg:160.56ms
step:440/3125 train_time:70.638s step_avg:160.54ms
step:441/3125 train_time:70.792s step_avg:160.53ms
step:442/3125 train_time:70.945s step_avg:160.51ms
step:443/3125 train_time:71.098s step_avg:160.49ms
step:444/3125 train_time:71.254s step_avg:160.48ms
step:445/3125 train_time:71.407s step_avg:160.47ms
step:446/3125 train_time:71.560s step_avg:160.45ms
step:447/3125 train_time:71.714s step_avg:160.43ms
step:448/3125 train_time:71.867s step_avg:160.42ms
step:449/3125 train_time:72.020s step_avg:160.40ms
step:450/3125 train_time:72.174s step_avg:160.39ms
step:451/3125 train_time:72.327s step_avg:160.37ms
step:452/3125 train_time:72.481s step_avg:160.36ms
step:453/3125 train_time:72.634s step_avg:160.34ms
step:454/3125 train_time:72.788s step_avg:160.33ms
step:455/3125 train_time:72.942s step_avg:160.31ms
step:456/3125 train_time:73.095s step_avg:160.30ms
step:457/3125 train_time:73.249s step_avg:160.28ms
step:458/3125 train_time:73.403s step_avg:160.27ms
step:459/3125 train_time:73.556s step_avg:160.25ms
step:460/3125 train_time:73.709s step_avg:160.24ms
step:461/3125 train_time:73.862s step_avg:160.22ms
step:462/3125 train_time:74.015s step_avg:160.21ms
step:463/3125 train_time:74.168s step_avg:160.19ms
step:464/3125 train_time:74.323s step_avg:160.18ms
step:465/3125 train_time:74.477s step_avg:160.17ms
step:466/3125 train_time:74.630s step_avg:160.15ms
step:467/3125 train_time:74.784s step_avg:160.14ms
step:468/3125 train_time:74.938s step_avg:160.12ms
step:469/3125 train_time:75.092s step_avg:160.11ms
step:470/3125 train_time:75.245s step_avg:160.09ms
step:471/3125 train_time:75.397s step_avg:160.08ms
step:472/3125 train_time:75.553s step_avg:160.07ms
step:473/3125 train_time:75.706s step_avg:160.06ms
step:474/3125 train_time:75.859s step_avg:160.04ms
step:475/3125 train_time:76.014s step_avg:160.03ms
step:476/3125 train_time:76.166s step_avg:160.01ms
step:477/3125 train_time:76.319s step_avg:160.00ms
step:478/3125 train_time:76.473s step_avg:159.98ms
step:479/3125 train_time:76.627s step_avg:159.97ms
step:480/3125 train_time:76.780s step_avg:159.96ms
step:481/3125 train_time:76.935s step_avg:159.95ms
step:482/3125 train_time:77.088s step_avg:159.93ms
step:483/3125 train_time:77.242s step_avg:159.92ms
step:484/3125 train_time:77.395s step_avg:159.91ms
step:485/3125 train_time:77.548s step_avg:159.89ms
step:486/3125 train_time:77.702s step_avg:159.88ms
step:487/3125 train_time:77.855s step_avg:159.87ms
step:488/3125 train_time:78.010s step_avg:159.86ms
step:489/3125 train_time:78.163s step_avg:159.84ms
step:490/3125 train_time:78.316s step_avg:159.83ms
step:491/3125 train_time:78.468s step_avg:159.81ms
step:492/3125 train_time:78.621s step_avg:159.80ms
step:493/3125 train_time:78.775s step_avg:159.79ms
step:494/3125 train_time:78.929s step_avg:159.77ms
step:495/3125 train_time:79.083s step_avg:159.76ms
step:496/3125 train_time:79.236s step_avg:159.75ms
step:497/3125 train_time:79.388s step_avg:159.74ms
step:498/3125 train_time:79.542s step_avg:159.72ms
step:499/3125 train_time:79.695s step_avg:159.71ms
step:500/3125 train_time:79.849s step_avg:159.70ms
step:500/3125 val_loss:3.91881 train_time:79.857s step_avg:154.03ms
step:501/3125 train_time:80.004s step_avg:159.69ms
step:502/3125 train_time:80.159s step_avg:159.68ms
step:503/3125 train_time:80.312s step_avg:159.67ms
step:504/3125 train_time:80.465s step_avg:159.65ms
step:505/3125 train_time:80.618s step_avg:159.64ms
