=== n8 ctrl seed 6: train_gpt_muonh_fast_slow_decay.py ===
W0827 08:26:38.513000 24167 torch/distributed/run.py:852] 
W0827 08:26:38.513000 24167 torch/distributed/run.py:852] *****************************************
W0827 08:26:38.513000 24167 torch/distributed/run.py:852] Setting OMP_NUM_THREADS environment variable for each process to be 1 in default, to avoid your system being overloaded, please further tune the variable for optimal performance in your application as needed. 
W0827 08:26:38.513000 24167 torch/distributed/run.py:852] *****************************************
logs/muonh_fast_slow_decay_warm100_plateauEnd200_peak0.03_fastEnd1750_floor0.006_slowlinear_exp0.6_steps3125_seed6.txt
step:0/3125 val_loss:10.97591 train_time:0.000s step_avg:nanms
step:1/3125 train_time:2.841s step_avg:2841.50ms
step:2/3125 train_time:2.983s step_avg:1491.44ms
step:3/3125 train_time:3.137s step_avg:1045.82ms
step:4/3125 train_time:3.291s step_avg:822.86ms
step:5/3125 train_time:3.444s step_avg:688.86ms
step:6/3125 train_time:3.599s step_avg:599.86ms
step:7/3125 train_time:3.754s step_avg:536.25ms
step:8/3125 train_time:3.908s step_avg:488.51ms
step:9/3125 train_time:4.061s step_avg:451.18ms
step:10/3125 train_time:4.215s step_avg:421.51ms
step:11/3125 train_time:4.370s step_avg:397.26ms
step:12/3125 train_time:4.523s step_avg:376.94ms
step:13/3125 train_time:4.678s step_avg:359.86ms
step:14/3125 train_time:4.834s step_avg:345.29ms
step:15/3125 train_time:4.989s step_avg:332.60ms
step:16/3125 train_time:5.142s step_avg:321.39ms
step:17/3125 train_time:5.297s step_avg:311.59ms
step:18/3125 train_time:5.451s step_avg:302.82ms
step:19/3125 train_time:5.604s step_avg:294.96ms
step:20/3125 train_time:5.758s step_avg:287.88ms
step:21/3125 train_time:5.912s step_avg:281.52ms
step:22/3125 train_time:6.065s step_avg:275.70ms
step:23/3125 train_time:6.221s step_avg:270.49ms
step:24/3125 train_time:6.376s step_avg:265.66ms
step:25/3125 train_time:6.529s step_avg:261.17ms
step:26/3125 train_time:6.683s step_avg:257.04ms
step:27/3125 train_time:6.837s step_avg:253.23ms
step:28/3125 train_time:6.992s step_avg:249.73ms
step:29/3125 train_time:7.146s step_avg:246.41ms
step:30/3125 train_time:7.300s step_avg:243.33ms
step:31/3125 train_time:7.454s step_avg:240.45ms
step:32/3125 train_time:7.608s step_avg:237.74ms
step:33/3125 train_time:7.762s step_avg:235.20ms
step:34/3125 train_time:7.917s step_avg:232.84ms
step:35/3125 train_time:8.072s step_avg:230.63ms
step:36/3125 train_time:8.226s step_avg:228.50ms
step:37/3125 train_time:8.379s step_avg:226.46ms
step:38/3125 train_time:8.538s step_avg:224.69ms
step:39/3125 train_time:8.693s step_avg:222.91ms
step:40/3125 train_time:8.847s step_avg:221.16ms
step:41/3125 train_time:9.001s step_avg:219.55ms
step:42/3125 train_time:9.157s step_avg:218.03ms
step:43/3125 train_time:9.312s step_avg:216.55ms
step:44/3125 train_time:9.466s step_avg:215.13ms
step:45/3125 train_time:9.621s step_avg:213.79ms
step:46/3125 train_time:9.775s step_avg:212.50ms
step:47/3125 train_time:9.930s step_avg:211.28ms
step:48/3125 train_time:10.085s step_avg:210.09ms
step:49/3125 train_time:10.239s step_avg:208.96ms
step:50/3125 train_time:10.392s step_avg:207.84ms
step:51/3125 train_time:10.545s step_avg:206.77ms
step:52/3125 train_time:10.700s step_avg:205.76ms
step:53/3125 train_time:10.854s step_avg:204.80ms
step:54/3125 train_time:11.010s step_avg:203.89ms
step:55/3125 train_time:11.164s step_avg:202.97ms
step:56/3125 train_time:11.319s step_avg:202.12ms
step:57/3125 train_time:11.473s step_avg:201.29ms
step:58/3125 train_time:11.628s step_avg:200.48ms
step:59/3125 train_time:11.782s step_avg:199.69ms
step:60/3125 train_time:11.936s step_avg:198.93ms
step:61/3125 train_time:12.090s step_avg:198.19ms
step:62/3125 train_time:12.244s step_avg:197.48ms
step:63/3125 train_time:12.399s step_avg:196.80ms
step:64/3125 train_time:12.553s step_avg:196.14ms
step:65/3125 train_time:12.708s step_avg:195.50ms
step:66/3125 train_time:12.861s step_avg:194.86ms
step:67/3125 train_time:13.017s step_avg:194.28ms
step:68/3125 train_time:13.172s step_avg:193.71ms
step:69/3125 train_time:13.326s step_avg:193.13ms
step:70/3125 train_time:13.479s step_avg:192.56ms
step:71/3125 train_time:13.637s step_avg:192.06ms
step:72/3125 train_time:13.790s step_avg:191.53ms
step:73/3125 train_time:13.945s step_avg:191.02ms
step:74/3125 train_time:14.098s step_avg:190.51ms
step:75/3125 train_time:14.251s step_avg:190.02ms
step:76/3125 train_time:14.405s step_avg:189.54ms
step:77/3125 train_time:14.558s step_avg:189.07ms
step:78/3125 train_time:14.714s step_avg:188.64ms
step:79/3125 train_time:14.869s step_avg:188.21ms
step:80/3125 train_time:15.023s step_avg:187.78ms
step:81/3125 train_time:15.179s step_avg:187.39ms
step:82/3125 train_time:15.334s step_avg:186.99ms
step:83/3125 train_time:15.488s step_avg:186.60ms
step:84/3125 train_time:15.642s step_avg:186.21ms
step:85/3125 train_time:15.797s step_avg:185.84ms
step:86/3125 train_time:15.951s step_avg:185.48ms
step:87/3125 train_time:16.105s step_avg:185.12ms
step:88/3125 train_time:16.258s step_avg:184.75ms
step:89/3125 train_time:16.413s step_avg:184.41ms
step:90/3125 train_time:16.565s step_avg:184.06ms
step:91/3125 train_time:16.720s step_avg:183.73ms
step:92/3125 train_time:16.874s step_avg:183.41ms
step:93/3125 train_time:17.027s step_avg:183.09ms
step:94/3125 train_time:17.182s step_avg:182.78ms
step:95/3125 train_time:17.336s step_avg:182.49ms
step:96/3125 train_time:17.491s step_avg:182.20ms
step:97/3125 train_time:17.644s step_avg:181.90ms
step:98/3125 train_time:17.799s step_avg:181.62ms
step:99/3125 train_time:17.953s step_avg:181.34ms
step:100/3125 train_time:18.106s step_avg:181.06ms
step:101/3125 train_time:18.259s step_avg:180.79ms
step:102/3125 train_time:18.415s step_avg:180.54ms
step:103/3125 train_time:18.570s step_avg:180.29ms
step:104/3125 train_time:18.724s step_avg:180.04ms
step:105/3125 train_time:18.877s step_avg:179.79ms
step:106/3125 train_time:19.032s step_avg:179.55ms
step:107/3125 train_time:19.186s step_avg:179.31ms
step:108/3125 train_time:19.340s step_avg:179.07ms
step:109/3125 train_time:19.494s step_avg:178.84ms
step:110/3125 train_time:19.647s step_avg:178.60ms
step:111/3125 train_time:19.800s step_avg:178.38ms
step:112/3125 train_time:19.954s step_avg:178.16ms
step:113/3125 train_time:20.109s step_avg:177.95ms
step:114/3125 train_time:20.262s step_avg:177.74ms
step:115/3125 train_time:20.417s step_avg:177.54ms
step:116/3125 train_time:20.571s step_avg:177.33ms
step:117/3125 train_time:20.724s step_avg:177.13ms
step:118/3125 train_time:20.878s step_avg:176.93ms
step:119/3125 train_time:21.033s step_avg:176.75ms
step:120/3125 train_time:21.188s step_avg:176.57ms
step:121/3125 train_time:21.341s step_avg:176.38ms
step:122/3125 train_time:21.496s step_avg:176.20ms
step:123/3125 train_time:21.650s step_avg:176.02ms
step:124/3125 train_time:21.804s step_avg:175.84ms
step:125/3125 train_time:21.958s step_avg:175.66ms
step:125/3125 val_loss:4.89633 train_time:21.966s step_avg:175.73ms
step:126/3125 train_time:22.115s step_avg:175.52ms
step:127/3125 train_time:22.268s step_avg:175.34ms
step:128/3125 train_time:22.423s step_avg:175.18ms
step:129/3125 train_time:22.576s step_avg:175.01ms
step:130/3125 train_time:22.730s step_avg:174.84ms
step:131/3125 train_time:22.883s step_avg:174.68ms
step:132/3125 train_time:23.038s step_avg:174.53ms
step:133/3125 train_time:23.191s step_avg:174.37ms
step:134/3125 train_time:23.345s step_avg:174.22ms
step:135/3125 train_time:23.499s step_avg:174.07ms
step:136/3125 train_time:23.654s step_avg:173.92ms
step:137/3125 train_time:23.807s step_avg:173.77ms
step:138/3125 train_time:23.961s step_avg:173.63ms
step:139/3125 train_time:24.116s step_avg:173.49ms
step:140/3125 train_time:24.269s step_avg:173.35ms
step:141/3125 train_time:24.422s step_avg:173.21ms
step:142/3125 train_time:24.577s step_avg:173.08ms
step:143/3125 train_time:24.731s step_avg:172.94ms
