=== n8 ctrl seed 5: train_gpt_muonh_fast_slow_decay.py ===
W0827 08:17:50.122000 23241 torch/distributed/run.py:852] 
W0827 08:17:50.122000 23241 torch/distributed/run.py:852] *****************************************
W0827 08:17:50.122000 23241 torch/distributed/run.py:852] Setting OMP_NUM_THREADS environment variable for each process to be 1 in default, to avoid your system being overloaded, please further tune the variable for optimal performance in your application as needed. 
W0827 08:17:50.122000 23241 torch/distributed/run.py:852] *****************************************
logs/muonh_fast_slow_decay_warm100_plateauEnd200_peak0.03_fastEnd1750_floor0.006_slowlinear_exp0.6_steps3125_seed5.txt
step:0/3125 val_loss:11.00449 train_time:0.000s step_avg:nanms
step:1/3125 train_time:2.964s step_avg:2964.00ms
step:2/3125 train_time:3.111s step_avg:1555.63ms
step:3/3125 train_time:3.266s step_avg:1088.59ms
step:4/3125 train_time:3.418s step_avg:854.53ms
step:5/3125 train_time:3.574s step_avg:714.83ms
step:6/3125 train_time:3.728s step_avg:621.30ms
step:7/3125 train_time:3.880s step_avg:554.35ms
step:8/3125 train_time:4.034s step_avg:504.29ms
step:9/3125 train_time:4.189s step_avg:465.40ms
step:10/3125 train_time:4.342s step_avg:434.23ms
step:11/3125 train_time:4.497s step_avg:408.80ms
step:12/3125 train_time:4.652s step_avg:387.63ms
step:13/3125 train_time:4.805s step_avg:369.61ms
step:14/3125 train_time:4.960s step_avg:354.26ms
step:15/3125 train_time:5.115s step_avg:341.00ms
step:16/3125 train_time:5.270s step_avg:329.36ms
step:17/3125 train_time:5.425s step_avg:319.09ms
step:18/3125 train_time:5.579s step_avg:309.94ms
step:19/3125 train_time:5.733s step_avg:301.76ms
step:20/3125 train_time:5.888s step_avg:294.38ms
step:21/3125 train_time:6.041s step_avg:287.66ms
step:22/3125 train_time:6.194s step_avg:281.55ms
step:23/3125 train_time:6.350s step_avg:276.10ms
step:24/3125 train_time:6.504s step_avg:270.99ms
step:25/3125 train_time:6.658s step_avg:266.30ms
step:26/3125 train_time:6.812s step_avg:262.02ms
step:27/3125 train_time:6.968s step_avg:258.06ms
step:28/3125 train_time:7.121s step_avg:254.33ms
step:29/3125 train_time:7.275s step_avg:250.87ms
step:30/3125 train_time:7.431s step_avg:247.68ms
step:31/3125 train_time:7.585s step_avg:244.67ms
step:32/3125 train_time:7.740s step_avg:241.87ms
step:33/3125 train_time:7.894s step_avg:239.20ms
step:34/3125 train_time:8.049s step_avg:236.74ms
step:35/3125 train_time:8.204s step_avg:234.40ms
step:36/3125 train_time:8.358s step_avg:232.18ms
step:37/3125 train_time:8.513s step_avg:230.08ms
step:38/3125 train_time:8.667s step_avg:228.07ms
step:39/3125 train_time:8.819s step_avg:226.13ms
step:40/3125 train_time:8.974s step_avg:224.36ms
step:41/3125 train_time:9.129s step_avg:222.66ms
step:42/3125 train_time:9.283s step_avg:221.03ms
step:43/3125 train_time:9.437s step_avg:219.46ms
step:44/3125 train_time:9.592s step_avg:218.01ms
