=== n8 ctrl seed 7: train_gpt_muonh_fast_slow_decay.py ===
W0827 08:35:26.938000 25062 torch/distributed/run.py:852] 
W0827 08:35:26.938000 25062 torch/distributed/run.py:852] *****************************************
W0827 08:35:26.938000 25062 torch/distributed/run.py:852] Setting OMP_NUM_THREADS environment variable for each process to be 1 in default, to avoid your system being overloaded, please further tune the variable for optimal performance in your application as needed. 
W0827 08:35:26.938000 25062 torch/distributed/run.py:852] *****************************************
logs/muonh_fast_slow_decay_warm100_plateauEnd200_peak0.03_fastEnd1750_floor0.006_slowlinear_exp0.6_steps3125_seed7.txt
step:0/3125 val_loss:10.98153 train_time:0.000s step_avg:nanms
step:1/3125 train_time:2.658s step_avg:2658.01ms
step:2/3125 train_time:2.805s step_avg:1402.54ms
step:3/3125 train_time:2.959s step_avg:986.25ms
step:4/3125 train_time:3.113s step_avg:778.17ms
step:5/3125 train_time:3.266s step_avg:653.20ms
step:6/3125 train_time:3.420s step_avg:570.08ms
step:7/3125 train_time:3.574s step_avg:510.54ms
step:8/3125 train_time:3.729s step_avg:466.12ms
step:9/3125 train_time:3.885s step_avg:431.70ms
step:10/3125 train_time:4.040s step_avg:403.98ms
step:11/3125 train_time:4.194s step_avg:381.31ms
step:12/3125 train_time:4.347s step_avg:362.29ms
step:13/3125 train_time:4.502s step_avg:346.32ms
step:14/3125 train_time:4.656s step_avg:332.60ms
step:15/3125 train_time:4.810s step_avg:320.69ms
step:16/3125 train_time:4.964s step_avg:310.26ms
step:17/3125 train_time:5.121s step_avg:301.22ms
step:18/3125 train_time:5.275s step_avg:293.06ms
step:19/3125 train_time:5.429s step_avg:285.74ms
step:20/3125 train_time:5.584s step_avg:279.22ms
step:21/3125 train_time:5.738s step_avg:273.25ms
step:22/3125 train_time:5.892s step_avg:267.83ms
step:23/3125 train_time:6.046s step_avg:262.86ms
step:24/3125 train_time:6.202s step_avg:258.40ms
step:25/3125 train_time:6.355s step_avg:254.21ms
step:26/3125 train_time:6.510s step_avg:250.37ms
step:27/3125 train_time:6.663s step_avg:246.80ms
step:28/3125 train_time:6.819s step_avg:243.55ms
step:29/3125 train_time:6.973s step_avg:240.46ms
step:30/3125 train_time:7.128s step_avg:237.59ms
step:31/3125 train_time:7.282s step_avg:234.90ms
step:32/3125 train_time:7.435s step_avg:232.35ms
step:33/3125 train_time:7.589s step_avg:229.97ms
step:34/3125 train_time:7.744s step_avg:227.77ms
step:35/3125 train_time:7.898s step_avg:225.67ms
step:36/3125 train_time:8.052s step_avg:223.68ms
step:37/3125 train_time:8.207s step_avg:221.81ms
step:38/3125 train_time:8.361s step_avg:220.03ms
step:39/3125 train_time:8.515s step_avg:218.33ms
step:40/3125 train_time:8.669s step_avg:216.73ms
step:41/3125 train_time:8.824s step_avg:215.22ms
step:42/3125 train_time:8.980s step_avg:213.80ms
step:43/3125 train_time:9.133s step_avg:212.39ms
step:44/3125 train_time:9.287s step_avg:211.07ms
step:45/3125 train_time:9.441s step_avg:209.79ms
step:46/3125 train_time:9.595s step_avg:208.58ms
step:47/3125 train_time:9.750s step_avg:207.45ms
step:48/3125 train_time:9.906s step_avg:206.38ms
step:49/3125 train_time:10.061s step_avg:205.34ms
step:50/3125 train_time:10.218s step_avg:204.36ms
step:51/3125 train_time:10.372s step_avg:203.37ms
step:52/3125 train_time:10.525s step_avg:202.41ms
step:53/3125 train_time:10.680s step_avg:201.52ms
step:54/3125 train_time:10.834s step_avg:200.64ms
step:55/3125 train_time:10.988s step_avg:199.79ms
step:56/3125 train_time:11.143s step_avg:198.99ms
step:57/3125 train_time:11.300s step_avg:198.24ms
step:58/3125 train_time:11.454s step_avg:197.48ms
