=== n8 ctrl seed 3: train_gpt_muonh_fast_slow_decay.py ===
W0827 08:00:11.433000 21391 torch/distributed/run.py:852] 
W0827 08:00:11.433000 21391 torch/distributed/run.py:852] *****************************************
W0827 08:00:11.433000 21391 torch/distributed/run.py:852] Setting OMP_NUM_THREADS environment variable for each process to be 1 in default, to avoid your system being overloaded, please further tune the variable for optimal performance in your application as needed. 
W0827 08:00:11.433000 21391 torch/distributed/run.py:852] *****************************************
logs/muonh_fast_slow_decay_warm100_plateauEnd200_peak0.03_fastEnd1750_floor0.006_slowlinear_exp0.6_steps3125_seed3.txt
step:0/3125 val_loss:10.99980 train_time:0.000s step_avg:nanms
step:1/3125 train_time:2.832s step_avg:2832.11ms
step:2/3125 train_time:2.977s step_avg:1488.61ms
step:3/3125 train_time:3.131s step_avg:1043.51ms
step:4/3125 train_time:3.285s step_avg:821.22ms
step:5/3125 train_time:3.437s step_avg:687.49ms
step:6/3125 train_time:3.592s step_avg:598.73ms
step:7/3125 train_time:3.748s step_avg:535.39ms
step:8/3125 train_time:3.902s step_avg:487.79ms
step:9/3125 train_time:4.056s step_avg:450.64ms
step:10/3125 train_time:4.210s step_avg:421.03ms
step:11/3125 train_time:4.364s step_avg:396.77ms
step:12/3125 train_time:4.517s step_avg:376.44ms
step:13/3125 train_time:4.672s step_avg:359.37ms
step:14/3125 train_time:4.826s step_avg:344.73ms
step:15/3125 train_time:4.980s step_avg:332.03ms
step:16/3125 train_time:5.134s step_avg:320.88ms
step:17/3125 train_time:5.288s step_avg:311.06ms
step:18/3125 train_time:5.444s step_avg:302.46ms
step:19/3125 train_time:5.598s step_avg:294.64ms
step:20/3125 train_time:5.752s step_avg:287.62ms
step:21/3125 train_time:5.906s step_avg:281.26ms
step:22/3125 train_time:6.060s step_avg:275.47ms
step:23/3125 train_time:6.215s step_avg:270.22ms
step:24/3125 train_time:6.370s step_avg:265.40ms
step:25/3125 train_time:6.525s step_avg:260.99ms
step:26/3125 train_time:6.678s step_avg:256.86ms
step:27/3125 train_time:6.832s step_avg:253.04ms
step:28/3125 train_time:6.986s step_avg:249.52ms
step:29/3125 train_time:7.142s step_avg:246.27ms
step:30/3125 train_time:7.296s step_avg:243.20ms
step:31/3125 train_time:7.450s step_avg:240.34ms
step:32/3125 train_time:7.606s step_avg:237.70ms
step:33/3125 train_time:7.761s step_avg:235.17ms
step:34/3125 train_time:7.915s step_avg:232.80ms
step:35/3125 train_time:8.070s step_avg:230.58ms
step:36/3125 train_time:8.226s step_avg:228.50ms
step:37/3125 train_time:8.379s step_avg:226.47ms
step:38/3125 train_time:8.533s step_avg:224.56ms
step:39/3125 train_time:8.687s step_avg:222.74ms
step:40/3125 train_time:8.842s step_avg:221.05ms
step:41/3125 train_time:8.996s step_avg:219.43ms
step:42/3125 train_time:9.152s step_avg:217.90ms
step:43/3125 train_time:9.306s step_avg:216.43ms
step:44/3125 train_time:9.461s step_avg:215.02ms
step:45/3125 train_time:9.615s step_avg:213.67ms
step:46/3125 train_time:9.770s step_avg:212.40ms
step:47/3125 train_time:9.925s step_avg:211.18ms
step:48/3125 train_time:10.080s step_avg:210.01ms
step:49/3125 train_time:10.234s step_avg:208.85ms
step:50/3125 train_time:10.388s step_avg:207.75ms
step:51/3125 train_time:10.543s step_avg:206.73ms
step:52/3125 train_time:10.697s step_avg:205.71ms
step:53/3125 train_time:10.851s step_avg:204.74ms
step:54/3125 train_time:11.007s step_avg:203.84ms
step:55/3125 train_time:11.161s step_avg:202.94ms
step:56/3125 train_time:11.315s step_avg:202.05ms
step:57/3125 train_time:11.469s step_avg:201.22ms
step:58/3125 train_time:11.625s step_avg:200.44ms
step:59/3125 train_time:11.779s step_avg:199.64ms
step:60/3125 train_time:11.933s step_avg:198.89ms
step:61/3125 train_time:12.088s step_avg:198.17ms
step:62/3125 train_time:12.245s step_avg:197.50ms
step:63/3125 train_time:12.398s step_avg:196.79ms
step:64/3125 train_time:12.552s step_avg:196.12ms
