=== n8 ctrl seed 2: train_gpt_muonh_fast_slow_decay.py ===
W0827 07:51:22.514000 20494 torch/distributed/run.py:852] 
W0827 07:51:22.514000 20494 torch/distributed/run.py:852] *****************************************
W0827 07:51:22.514000 20494 torch/distributed/run.py:852] Setting OMP_NUM_THREADS environment variable for each process to be 1 in default, to avoid your system being overloaded, please further tune the variable for optimal performance in your application as needed. 
W0827 07:51:22.514000 20494 torch/distributed/run.py:852] *****************************************
logs/muonh_fast_slow_decay_warm100_plateauEnd200_peak0.03_fastEnd1750_floor0.006_slowlinear_exp0.6_steps3125_seed2.txt
step:0/3125 val_loss:10.97569 train_time:0.000s step_avg:nanms
step:1/3125 train_time:2.665s step_avg:2665.03ms
step:2/3125 train_time:2.811s step_avg:1405.52ms
step:3/3125 train_time:2.964s step_avg:988.14ms
step:4/3125 train_time:3.118s step_avg:779.48ms
step:5/3125 train_time:3.272s step_avg:654.32ms
step:6/3125 train_time:3.425s step_avg:570.82ms
step:7/3125 train_time:3.579s step_avg:511.28ms
step:8/3125 train_time:3.733s step_avg:466.62ms
step:9/3125 train_time:3.886s step_avg:431.82ms
step:10/3125 train_time:4.041s step_avg:404.06ms
step:11/3125 train_time:4.195s step_avg:381.33ms
step:12/3125 train_time:4.349s step_avg:362.45ms
step:13/3125 train_time:4.503s step_avg:346.38ms
step:14/3125 train_time:4.657s step_avg:332.62ms
step:15/3125 train_time:4.811s step_avg:320.71ms
step:16/3125 train_time:4.965s step_avg:310.29ms
step:17/3125 train_time:5.119s step_avg:301.12ms
step:18/3125 train_time:5.273s step_avg:292.92ms
step:19/3125 train_time:5.427s step_avg:285.64ms
step:20/3125 train_time:5.581s step_avg:279.07ms
step:21/3125 train_time:5.735s step_avg:273.09ms
step:22/3125 train_time:5.890s step_avg:267.73ms
step:23/3125 train_time:6.044s step_avg:262.79ms
step:24/3125 train_time:6.198s step_avg:258.26ms
step:25/3125 train_time:6.352s step_avg:254.09ms
step:26/3125 train_time:6.506s step_avg:250.21ms
step:27/3125 train_time:6.661s step_avg:246.71ms
step:28/3125 train_time:6.815s step_avg:243.40ms
step:29/3125 train_time:6.969s step_avg:240.32ms
step:30/3125 train_time:7.125s step_avg:237.51ms
step:31/3125 train_time:7.280s step_avg:234.83ms
step:32/3125 train_time:7.434s step_avg:232.32ms
step:33/3125 train_time:7.589s step_avg:229.96ms
step:34/3125 train_time:7.744s step_avg:227.77ms
step:35/3125 train_time:7.898s step_avg:225.66ms
step:36/3125 train_time:8.052s step_avg:223.66ms
step:37/3125 train_time:8.205s step_avg:221.76ms
step:38/3125 train_time:8.360s step_avg:219.99ms
step:39/3125 train_time:8.514s step_avg:218.31ms
step:40/3125 train_time:8.669s step_avg:216.73ms
step:41/3125 train_time:8.824s step_avg:215.21ms
step:42/3125 train_time:8.978s step_avg:213.76ms
step:43/3125 train_time:9.132s step_avg:212.37ms
step:44/3125 train_time:9.285s step_avg:211.03ms
step:45/3125 train_time:9.441s step_avg:209.79ms
step:46/3125 train_time:9.594s step_avg:208.56ms
step:47/3125 train_time:9.748s step_avg:207.41ms
step:48/3125 train_time:9.902s step_avg:206.30ms
step:49/3125 train_time:10.058s step_avg:205.26ms
step:50/3125 train_time:10.212s step_avg:204.24ms
step:51/3125 train_time:10.367s step_avg:203.27ms
step:52/3125 train_time:10.522s step_avg:202.34ms
step:53/3125 train_time:10.676s step_avg:201.42ms
step:54/3125 train_time:10.829s step_avg:200.55ms
step:55/3125 train_time:10.983s step_avg:199.69ms
step:56/3125 train_time:11.137s step_avg:198.88ms
step:57/3125 train_time:11.292s step_avg:198.11ms
step:58/3125 train_time:11.446s step_avg:197.35ms
step:59/3125 train_time:11.603s step_avg:196.66ms
