benchmark	arm	seed	box	status	steps	model	base_metric	baseline_metric	step0_metric	final_metric	delta_vs_baseline	gap_mean	gap_abs_mean	gap_p10	gap_p90	gap_dead_frac	adv_clip_frac	ratio_clip_frac_low	ratio_clip_frac_high	store_mean_staleness	store_max_staleness_seen	store_hint_dropped_percent	sandbox_fail_count	episodes_total	episodes_empty	wandb_url	log_path
tau2	gold	0	wxg8p7q	ok	15	Qwen3-4B	NA	NA	NA	NA	NA	-0.1129	0.1129	-0.1506	-0.0727	0.0000	0.0441	0.0868	0.0178	1.1133	3	0.0000	0	NA	NA	https://wandb.ai/jacknzheng-united-states-department-of-state/sdpo-tau2/runs/d0wwa0fk	/tmp/tau2_gold.log
diligence	answer_free	0	wxg8e7q	ok	43	Qwen3-4B	NA	NA	NA	0.0000	NA	-0.2032	0.2032	-0.2553	-0.1488	0.0000	0.0761	0.0090	0.0022	1.4409	3	0.0000	0	NA	NA	https://wandb.ai/jacknzheng-united-states-department-of-state/sdpo-diligence/runs/iljv5gax	/tmp/dil_free.log	30.0000	0.0000
