candidate	step	seed	bimaxwell_val	candidate_val	diff_bimaxwell_minus_candidate
plann_pr357_kernel_control	3120	0	3.28465	3.28072	+0.003930
plann_pr357_kernel_control	3120	1	3.28475	3.28088	+0.003870
plann_pr357_kernel_control	3120	2	3.28528	3.28129	+0.003990
plann_pr357_kernel_control	3120	3	3.28572	3.28205	+0.003670
plann_pr357_kernel_control	3125	0	3.28403	3.28019	+0.003840
plann_pr357_kernel_control	3125	1	3.28415	3.28043	+0.003720
plann_pr357_kernel_control	3125	2	3.28466	3.28074	+0.003920
plann_pr357_kernel_control	3125	3	3.28511	3.28154	+0.003570
plann_pr357_kernel_control	3130	0	3.28339	3.27956	+0.003830
plann_pr357_kernel_control	3130	1	3.28347	3.27974	+0.003730
plann_pr357_kernel_control	3130	2	3.28408	3.28021	+0.003870
plann_pr357_kernel_control	3130	3	3.28458	3.28101	+0.003570
plann_pr357_kernel_control	3140	0	3.28230	3.27862	+0.003680
plann_pr357_kernel_control	3140	1	3.28240	3.27884	+0.003560
plann_pr357_kernel_control	3140	2	3.28300	3.27925	+0.003750
plann_pr357_kernel_control	3140	3	3.28342	3.28001	+0.003410
plann_pr357_kernel_control	3150	0	3.28132	3.27773	+0.003590
plann_pr357_kernel_control	3150	1	3.28141	3.27793	+0.003480
plann_pr357_kernel_control	3150	2	3.28201	3.27835	+0.003660
plann_pr357_kernel_control	3150	3	3.28244	3.27911	+0.003330
plann_pr357_kernel_control	3160	0	3.28037	3.27689	+0.003480
plann_pr357_kernel_control	3160	1	3.28048	3.27711	+0.003370
plann_pr357_kernel_control	3160	2	3.28100	3.27749	+0.003510
plann_pr357_kernel_control	3160	3	3.28150	3.27829	+0.003210
plann_pr357_kernel_control	3170	0	3.27954	3.27616	+0.003380
plann_pr357_kernel_control	3170	1	3.27966	3.27640	+0.003260
plann_pr357_kernel_control	3170	2	3.28022	3.27677	+0.003450
plann_pr357_kernel_control	3170	3	3.28071	3.27758	+0.003130
plann_pr357_kernel_control	3175	0	3.27907	3.27575	+0.003320
plann_pr357_kernel_control	3175	1	3.27919	3.27596	+0.003230
plann_pr357_kernel_control	3175	2	3.27975	3.27638	+0.003370
plann_pr357_kernel_control	3175	3	3.28024	3.27719	+0.003050
plann_pr357_kernel_control	3180	0	3.27872	3.27543	+0.003290
plann_pr357_kernel_control	3180	1	3.27886	3.27562	+0.003240
plann_pr357_kernel_control	3180	2	3.27939	3.27604	+0.003350
plann_pr357_kernel_control	3180	3	3.27985	3.27684	+0.003010
plann_pr357_kernel_control	3190	0	3.27786	3.27469	+0.003170
plann_pr357_kernel_control	3190	1	3.27800	3.27488	+0.003120
plann_pr357_kernel_control	3190	2	3.27852	3.27532	+0.003200
plann_pr357_kernel_control	3190	3	3.27900	3.27609	+0.002910
plann_pr357_kernel_control	3200	0	3.27713	3.27404	+0.003090
plann_pr357_kernel_control	3200	1	3.27727	3.27429	+0.002980
plann_pr357_kernel_control	3200	2	3.27781	3.27468	+0.003130
plann_pr357_kernel_control	3200	3	3.27828	3.27543	+0.002850
plann_pr357_kernel_control	3210	0	3.27651	3.27348	+0.003030
plann_pr357_kernel_control	3210	1	3.27664	3.27373	+0.002910
plann_pr357_kernel_control	3210	2	3.27719	3.27413	+0.003060
plann_pr357_kernel_control	3210	3	3.27766	3.27489	+0.002770
plann_pr357_kernel_control	3220	0	3.27595	3.27299	+0.002960
plann_pr357_kernel_control	3220	1	3.27606	3.27321	+0.002850
plann_pr357_kernel_control	3220	2	3.27662	3.27361	+0.003010
plann_pr357_kernel_control	3220	3	3.27707	3.27436	+0.002710
plann_pr357_kernel_control	3225	0	3.27572	3.27279	+0.002930
plann_pr357_kernel_control	3225	1	3.27584	3.27301	+0.002830
plann_pr357_kernel_control	3225	2	3.27641	3.27342	+0.002990
plann_pr357_kernel_control	3225	3	3.27685	3.27416	+0.002690
plann_pr357_kernel_control	3230	0	3.27555	3.27266	+0.002890
plann_pr357_kernel_control	3230	1	3.27568	3.27286	+0.002820
plann_pr357_kernel_control	3230	2	3.27624	3.27327	+0.002970
plann_pr357_kernel_control	3230	3	3.27670	3.27403	+0.002670
plann_pr357_kernel_control	3240	0	3.27525	3.27240	+0.002850
plann_pr357_kernel_control	3240	1	3.27537	3.27261	+0.002760
plann_pr357_kernel_control	3240	2	3.27593	3.27300	+0.002930
plann_pr357_kernel_control	3240	3	3.27638	3.27376	+0.002620
plann_pr357_kernel_control	3250	0	3.27511	3.27228	+0.002830
plann_pr357_kernel_control	3250	1	3.27524	3.27250	+0.002740
plann_pr357_kernel_control	3250	2	3.27579	3.27289	+0.002900
plann_pr357_kernel_control	3250	3	3.27625	3.27365	+0.002600
