width	seed	base_val2000	hash16
2	0	3.49305	af85c7c8bec332a3
2	1	3.49373	3767abcd838e0070
width	seed	base_val2000	hash16
8	0	3.40520	ba3a09cdab812bdd
8	1	3.40414	b532d0299e5d9abe
