=== ep_58_22 : train_gpt_muonh_kmaxwell.py --warmup_end 100 --plateau_end 200 --fast_decay_end 1750 --peak_lr 0.030 --floor_lr 0.006 --fast_decay_exponent 0.6 --slow_decay_schedule linear --min_lr 0.0 --train_steps 3125 --seed 0 --k 8 --tau-min 3 --tau-max 64 --km-start 1000 --mu 0.95 --anneal-frac 1.0 --age 58 --age-end 22 ===
W0827 06:28:52.855000 10143 torch/distributed/run.py:852] 
W0827 06:28:52.855000 10143 torch/distributed/run.py:852] *****************************************
W0827 06:28:52.855000 10143 torch/distributed/run.py:852] Setting OMP_NUM_THREADS environment variable for each process to be 1 in default, to avoid your system being overloaded, please further tune the variable for optimal performance in your application as needed. 
W0827 06:28:52.855000 10143 torch/distributed/run.py:852] *****************************************
logs/muonh_fast_slow_decay_warm100_plateauEnd200_peak0.03_fastEnd1750_floor0.006_slowlinear_exp0.6_kmaxwell_k8_kmstart1000_steps3125_seed0.txt
step:0/3125 val_loss:10.98535 train_time:0.000s step_avg:nanms
step:1/3125 train_time:2.881s step_avg:2881.03ms
step:2/3125 train_time:3.029s step_avg:1514.53ms
step:3/3125 train_time:3.183s step_avg:1061.12ms
step:4/3125 train_time:3.337s step_avg:834.30ms
step:5/3125 train_time:3.493s step_avg:698.61ms
step:6/3125 train_time:3.647s step_avg:607.91ms
step:7/3125 train_time:3.806s step_avg:543.76ms
step:8/3125 train_time:3.962s step_avg:495.31ms
step:9/3125 train_time:4.119s step_avg:457.65ms
step:10/3125 train_time:4.278s step_avg:427.77ms
step:11/3125 train_time:4.435s step_avg:403.19ms
step:12/3125 train_time:4.591s step_avg:382.55ms
step:13/3125 train_time:4.746s step_avg:365.07ms
step:14/3125 train_time:4.902s step_avg:350.16ms
step:15/3125 train_time:5.059s step_avg:337.24ms
step:16/3125 train_time:5.217s step_avg:326.07ms
step:17/3125 train_time:5.378s step_avg:316.33ms
step:18/3125 train_time:5.536s step_avg:307.54ms
step:19/3125 train_time:5.693s step_avg:299.65ms
step:20/3125 train_time:5.851s step_avg:292.57ms
step:21/3125 train_time:6.006s step_avg:286.02ms
step:22/3125 train_time:6.162s step_avg:280.08ms
step:23/3125 train_time:6.319s step_avg:274.75ms
step:24/3125 train_time:6.478s step_avg:269.92ms
