=== ep_54_24 : train_gpt_muonh_kmaxwell.py --warmup_end 100 --plateau_end 200 --fast_decay_end 1750 --peak_lr 0.030 --floor_lr 0.006 --fast_decay_exponent 0.6 --slow_decay_schedule linear --min_lr 0.0 --train_steps 3125 --seed 0 --k 8 --tau-min 3 --tau-max 64 --km-start 1000 --mu 0.95 --anneal-frac 1.0 --age 54 --age-end 24 ===
W0827 06:19:20.762000 8299 torch/distributed/run.py:852] 
W0827 06:19:20.762000 8299 torch/distributed/run.py:852] *****************************************
W0827 06:19:20.762000 8299 torch/distributed/run.py:852] Setting OMP_NUM_THREADS environment variable for each process to be 1 in default, to avoid your system being overloaded, please further tune the variable for optimal performance in your application as needed. 
W0827 06:19:20.762000 8299 torch/distributed/run.py:852] *****************************************
logs/muonh_fast_slow_decay_warm100_plateauEnd200_peak0.03_fastEnd1750_floor0.006_slowlinear_exp0.6_kmaxwell_k8_kmstart1000_steps3125_seed0.txt
step:0/3125 val_loss:10.98535 train_time:0.000s step_avg:nanms
step:1/3125 train_time:2.636s step_avg:2635.54ms
step:143/3125 train_time:24.449s step_avg:170.97ms
step:144/3125 train_time:24.604s step_avg:170.86ms
step:145/3125 train_time:24.757s step_avg:170.74ms
step:146/3125 train_time:24.910s step_avg:170.62ms
step:147/3125 train_time:25.064s step_avg:170.50ms
step:148/3125 train_time:25.218s step_avg:170.39ms
step:149/3125 train_time:25.371s step_avg:170.27ms
step:150/3125 train_time:25.528s step_avg:170.19ms
step:151/3125 train_time:25.682s step_avg:170.08ms
step:152/3125 train_time:25.836s step_avg:169.97ms
step:153/3125 train_time:25.989s step_avg:169.86ms
step:154/3125 train_time:26.142s step_avg:169.75ms
step:155/3125 train_time:26.295s step_avg:169.64ms
step:156/3125 train_time:26.448s step_avg:169.54ms
step:157/3125 train_time:26.603s step_avg:169.44ms
step:158/3125 train_time:26.756s step_avg:169.34ms
step:159/3125 train_time:26.909s step_avg:169.24ms
step:160/3125 train_time:27.064s step_avg:169.15ms
step:161/3125 train_time:27.218s step_avg:169.05ms
step:162/3125 train_time:27.371s step_avg:168.95ms
step:163/3125 train_time:27.523s step_avg:168.85ms
step:164/3125 train_time:27.676s step_avg:168.76ms
step:165/3125 train_time:27.830s step_avg:168.67ms
step:166/3125 train_time:27.985s step_avg:168.58ms
step:167/3125 train_time:28.138s step_avg:168.49ms
step:168/3125 train_time:28.291s step_avg:168.40ms
step:169/3125 train_time:28.444s step_avg:168.31ms
step:170/3125 train_time:28.597s step_avg:168.22ms
step:171/3125 train_time:28.751s step_avg:168.14ms
step:172/3125 train_time:28.905s step_avg:168.05ms
step:173/3125 train_time:29.058s step_avg:167.96ms
step:174/3125 train_time:29.211s step_avg:167.88ms
step:175/3125 train_time:29.367s step_avg:167.81ms
step:176/3125 train_time:29.521s step_avg:167.74ms
step:177/3125 train_time:29.675s step_avg:167.66ms
step:178/3125 train_time:29.829s step_avg:167.58ms
step:179/3125 train_time:29.983s step_avg:167.50ms
step:180/3125 train_time:30.136s step_avg:167.42ms
step:181/3125 train_time:30.289s step_avg:167.34ms
step:182/3125 train_time:30.442s step_avg:167.26ms
step:183/3125 train_time:30.595s step_avg:167.19ms
step:184/3125 train_time:30.749s step_avg:167.12ms
step:185/3125 train_time:30.905s step_avg:167.05ms
step:186/3125 train_time:31.059s step_avg:166.98ms
step:187/3125 train_time:31.212s step_avg:166.91ms
step:188/3125 train_time:31.364s step_avg:166.83ms
step:189/3125 train_time:31.518s step_avg:166.76ms
step:190/3125 train_time:31.671s step_avg:166.69ms
step:191/3125 train_time:31.960s step_avg:167.33ms
step:192/3125 train_time:32.113s step_avg:167.25ms
step:193/3125 train_time:32.267s step_avg:167.19ms
step:194/3125 train_time:32.420s step_avg:167.11ms
step:195/3125 train_time:32.573s step_avg:167.04ms
step:196/3125 train_time:32.726s step_avg:166.97ms
step:197/3125 train_time:32.881s step_avg:166.91ms
step:198/3125 train_time:33.035s step_avg:166.84ms
step:199/3125 train_time:33.188s step_avg:166.78ms
step:200/3125 train_time:33.341s step_avg:166.71ms
step:201/3125 train_time:33.494s step_avg:166.64ms
step:202/3125 train_time:33.647s step_avg:166.57ms
step:203/3125 train_time:33.800s step_avg:166.50ms
step:204/3125 train_time:33.955s step_avg:166.45ms
step:205/3125 train_time:34.109s step_avg:166.39ms
step:206/3125 train_time:34.263s step_avg:166.32ms
step:207/3125 train_time:34.417s step_avg:166.26ms
step:208/3125 train_time:34.569s step_avg:166.20ms
step:209/3125 train_time:34.723s step_avg:166.14ms
step:210/3125 train_time:34.875s step_avg:166.07ms
step:211/3125 train_time:35.028s step_avg:166.01ms
step:212/3125 train_time:35.185s step_avg:165.97ms
step:213/3125 train_time:35.338s step_avg:165.91ms
step:214/3125 train_time:35.491s step_avg:165.84ms
step:215/3125 train_time:35.642s step_avg:165.78ms
step:216/3125 train_time:35.795s step_avg:165.72ms
step:217/3125 train_time:35.948s step_avg:165.66ms
step:218/3125 train_time:36.103s step_avg:165.61ms
step:219/3125 train_time:36.257s step_avg:165.56ms
step:220/3125 train_time:36.410s step_avg:165.50ms
step:221/3125 train_time:36.563s step_avg:165.44ms
step:222/3125 train_time:36.717s step_avg:165.39ms
step:223/3125 train_time:36.869s step_avg:165.33ms
step:224/3125 train_time:37.023s step_avg:165.28ms
step:225/3125 train_time:37.177s step_avg:165.23ms
step:226/3125 train_time:37.330s step_avg:165.18ms
step:227/3125 train_time:37.484s step_avg:165.13ms
step:228/3125 train_time:37.638s step_avg:165.08ms
step:229/3125 train_time:37.791s step_avg:165.02ms
step:230/3125 train_time:37.945s step_avg:164.98ms
step:231/3125 train_time:38.098s step_avg:164.93ms
step:232/3125 train_time:38.250s step_avg:164.87ms
step:233/3125 train_time:38.405s step_avg:164.83ms
step:234/3125 train_time:38.558s step_avg:164.78ms
step:235/3125 train_time:38.711s step_avg:164.73ms
step:236/3125 train_time:38.863s step_avg:164.67ms
step:237/3125 train_time:39.017s step_avg:164.63ms
step:238/3125 train_time:39.170s step_avg:164.58ms
step:239/3125 train_time:39.325s step_avg:164.54ms
step:240/3125 train_time:39.478s step_avg:164.49ms
step:241/3125 train_time:39.631s step_avg:164.44ms
step:242/3125 train_time:39.786s step_avg:164.41ms
step:243/3125 train_time:39.939s step_avg:164.36ms
step:244/3125 train_time:40.092s step_avg:164.31ms
step:245/3125 train_time:40.246s step_avg:164.27ms
step:246/3125 train_time:40.399s step_avg:164.22ms
step:247/3125 train_time:40.552s step_avg:164.18ms
step:248/3125 train_time:40.707s step_avg:164.14ms
step:249/3125 train_time:40.861s step_avg:164.10ms
step:250/3125 train_time:41.014s step_avg:164.06ms
step:250/3125 val_loss:4.22237 train_time:41.022s step_avg:154.63ms
step:251/3125 train_time:41.171s step_avg:164.03ms
step:252/3125 train_time:41.323s step_avg:163.98ms
step:253/3125 train_time:41.478s step_avg:163.94ms
step:254/3125 train_time:41.630s step_avg:163.90ms
step:255/3125 train_time:41.783s step_avg:163.85ms
step:256/3125 train_time:41.938s step_avg:163.82ms
step:257/3125 train_time:42.093s step_avg:163.79ms
step:258/3125 train_time:42.246s step_avg:163.74ms
step:259/3125 train_time:42.400s step_avg:163.71ms
step:260/3125 train_time:42.554s step_avg:163.67ms
step:261/3125 train_time:42.707s step_avg:163.63ms
step:262/3125 train_time:42.862s step_avg:163.59ms
step:263/3125 train_time:43.016s step_avg:163.56ms
step:264/3125 train_time:43.170s step_avg:163.52ms
step:265/3125 train_time:43.323s step_avg:163.48ms
step:266/3125 train_time:43.476s step_avg:163.44ms
step:267/3125 train_time:43.629s step_avg:163.40ms
step:268/3125 train_time:43.783s step_avg:163.37ms
step:269/3125 train_time:43.939s step_avg:163.34ms
step:270/3125 train_time:44.094s step_avg:163.31ms
step:271/3125 train_time:44.247s step_avg:163.27ms
step:272/3125 train_time:44.399s step_avg:163.23ms
step:273/3125 train_time:44.553s step_avg:163.20ms
step:274/3125 train_time:44.705s step_avg:163.16ms
step:275/3125 train_time:44.858s step_avg:163.12ms
step:276/3125 train_time:45.012s step_avg:163.09ms
step:277/3125 train_time:45.164s step_avg:163.05ms
step:278/3125 train_time:45.319s step_avg:163.02ms
step:279/3125 train_time:45.472s step_avg:162.98ms
step:280/3125 train_time:45.625s step_avg:162.95ms
step:281/3125 train_time:45.779s step_avg:162.91ms
step:282/3125 train_time:45.933s step_avg:162.88ms
step:283/3125 train_time:46.086s step_avg:162.85ms
step:284/3125 train_time:46.239s step_avg:162.81ms
step:285/3125 train_time:46.393s step_avg:162.78ms
step:286/3125 train_time:46.546s step_avg:162.75ms
step:287/3125 train_time:46.699s step_avg:162.71ms
step:288/3125 train_time:46.852s step_avg:162.68ms
step:289/3125 train_time:47.004s step_avg:162.64ms
step:290/3125 train_time:47.158s step_avg:162.61ms
step:291/3125 train_time:47.313s step_avg:162.59ms
step:292/3125 train_time:47.468s step_avg:162.56ms
step:293/3125 train_time:47.621s step_avg:162.53ms
step:294/3125 train_time:47.774s step_avg:162.50ms
step:295/3125 train_time:47.927s step_avg:162.46ms
step:296/3125 train_time:48.080s step_avg:162.43ms
step:297/3125 train_time:48.233s step_avg:162.40ms
step:298/3125 train_time:48.387s step_avg:162.37ms
step:299/3125 train_time:48.541s step_avg:162.34ms
step:300/3125 train_time:48.695s step_avg:162.32ms
step:301/3125 train_time:48.847s step_avg:162.28ms
step:302/3125 train_time:49.000s step_avg:162.25ms
step:303/3125 train_time:49.154s step_avg:162.22ms
step:304/3125 train_time:49.307s step_avg:162.19ms
step:305/3125 train_time:49.459s step_avg:162.16ms
step:306/3125 train_time:49.614s step_avg:162.14ms
step:307/3125 train_time:49.769s step_avg:162.11ms
step:308/3125 train_time:49.922s step_avg:162.08ms
step:309/3125 train_time:50.075s step_avg:162.06ms
step:310/3125 train_time:50.228s step_avg:162.03ms
step:311/3125 train_time:50.381s step_avg:162.00ms
step:312/3125 train_time:50.535s step_avg:161.97ms
step:313/3125 train_time:50.689s step_avg:161.95ms
step:314/3125 train_time:50.843s step_avg:161.92ms
step:315/3125 train_time:50.996s step_avg:161.89ms
step:316/3125 train_time:51.149s step_avg:161.87ms
step:317/3125 train_time:51.302s step_avg:161.84ms
step:318/3125 train_time:51.457s step_avg:161.81ms
step:319/3125 train_time:51.610s step_avg:161.79ms
step:320/3125 train_time:51.763s step_avg:161.76ms
step:321/3125 train_time:51.917s step_avg:161.74ms
step:322/3125 train_time:52.071s step_avg:161.71ms
step:323/3125 train_time:52.223s step_avg:161.68ms
step:324/3125 train_time:52.377s step_avg:161.66ms
step:325/3125 train_time:52.531s step_avg:161.63ms
step:326/3125 train_time:52.683s step_avg:161.61ms
step:327/3125 train_time:52.838s step_avg:161.58ms
step:328/3125 train_time:52.991s step_avg:161.56ms
step:329/3125 train_time:53.144s step_avg:161.53ms
step:330/3125 train_time:53.298s step_avg:161.51ms
step:331/3125 train_time:53.452s step_avg:161.49ms
step:332/3125 train_time:53.605s step_avg:161.46ms
step:333/3125 train_time:53.759s step_avg:161.44ms
step:334/3125 train_time:53.912s step_avg:161.41ms
step:335/3125 train_time:54.065s step_avg:161.39ms
step:336/3125 train_time:54.219s step_avg:161.37ms
step:337/3125 train_time:54.372s step_avg:161.34ms
step:338/3125 train_time:54.525s step_avg:161.32ms
step:339/3125 train_time:54.678s step_avg:161.29ms
step:340/3125 train_time:54.831s step_avg:161.27ms
step:341/3125 train_time:54.983s step_avg:161.24ms
step:342/3125 train_time:55.137s step_avg:161.22ms
step:343/3125 train_time:55.291s step_avg:161.20ms
step:344/3125 train_time:55.444s step_avg:161.18ms
step:345/3125 train_time:55.597s step_avg:161.15ms
step:346/3125 train_time:55.751s step_avg:161.13ms
step:347/3125 train_time:55.904s step_avg:161.11ms
step:348/3125 train_time:56.057s step_avg:161.08ms
step:349/3125 train_time:56.211s step_avg:161.06ms
step:350/3125 train_time:56.364s step_avg:161.04ms
step:351/3125 train_time:56.518s step_avg:161.02ms
step:352/3125 train_time:56.671s step_avg:161.00ms
step:353/3125 train_time:56.824s step_avg:160.97ms
step:354/3125 train_time:56.977s step_avg:160.95ms
step:355/3125 train_time:57.130s step_avg:160.93ms
step:356/3125 train_time:57.283s step_avg:160.91ms
step:357/3125 train_time:57.437s step_avg:160.89ms
step:358/3125 train_time:57.591s step_avg:160.87ms
step:359/3125 train_time:57.744s step_avg:160.85ms
step:360/3125 train_time:57.898s step_avg:160.83ms
step:361/3125 train_time:58.052s step_avg:160.81ms
step:362/3125 train_time:58.204s step_avg:160.78ms
step:363/3125 train_time:58.358s step_avg:160.76ms
step:364/3125 train_time:58.510s step_avg:160.74ms
step:365/3125 train_time:58.663s step_avg:160.72ms
step:366/3125 train_time:58.817s step_avg:160.70ms
step:367/3125 train_time:58.973s step_avg:160.69ms
step:368/3125 train_time:59.126s step_avg:160.67ms
step:369/3125 train_time:59.281s step_avg:160.65ms
step:370/3125 train_time:59.434s step_avg:160.63ms
step:371/3125 train_time:59.588s step_avg:160.61ms
step:372/3125 train_time:59.741s step_avg:160.59ms
step:373/3125 train_time:59.896s step_avg:160.58ms
step:374/3125 train_time:60.049s step_avg:160.56ms
step:375/3125 train_time:60.202s step_avg:160.54ms
step:375/3125 val_loss:4.03560 train_time:60.210s step_avg:153.50ms
step:376/3125 train_time:60.358s step_avg:160.53ms
step:377/3125 train_time:60.511s step_avg:160.51ms
step:378/3125 train_time:60.663s step_avg:160.48ms
step:379/3125 train_time:60.816s step_avg:160.47ms
step:380/3125 train_time:60.969s step_avg:160.45ms
step:381/3125 train_time:61.165s step_avg:160.54ms
step:382/3125 train_time:61.319s step_avg:160.52ms
step:383/3125 train_time:61.472s step_avg:160.50ms
step:384/3125 train_time:61.625s step_avg:160.48ms
step:385/3125 train_time:61.779s step_avg:160.46ms
step:386/3125 train_time:61.932s step_avg:160.45ms
step:387/3125 train_time:62.086s step_avg:160.43ms
step:388/3125 train_time:62.240s step_avg:160.41ms
step:389/3125 train_time:62.393s step_avg:160.39ms
step:390/3125 train_time:62.547s step_avg:160.38ms
step:391/3125 train_time:62.701s step_avg:160.36ms
step:392/3125 train_time:62.855s step_avg:160.34ms
step:393/3125 train_time:63.007s step_avg:160.32ms
step:394/3125 train_time:63.161s step_avg:160.31ms
step:395/3125 train_time:63.314s step_avg:160.29ms
step:396/3125 train_time:63.467s step_avg:160.27ms
step:397/3125 train_time:63.621s step_avg:160.25ms
step:398/3125 train_time:63.776s step_avg:160.24ms
step:399/3125 train_time:63.929s step_avg:160.22ms
step:400/3125 train_time:64.082s step_avg:160.21ms
step:401/3125 train_time:64.236s step_avg:160.19ms
step:402/3125 train_time:64.389s step_avg:160.17ms
step:403/3125 train_time:64.543s step_avg:160.16ms
step:404/3125 train_time:64.697s step_avg:160.14ms
step:405/3125 train_time:64.849s step_avg:160.12ms
step:406/3125 train_time:65.003s step_avg:160.11ms
step:407/3125 train_time:65.156s step_avg:160.09ms
step:408/3125 train_time:65.309s step_avg:160.07ms
step:409/3125 train_time:65.463s step_avg:160.06ms
step:410/3125 train_time:65.619s step_avg:160.05ms
step:411/3125 train_time:65.772s step_avg:160.03ms
step:412/3125 train_time:65.926s step_avg:160.01ms
step:413/3125 train_time:66.080s step_avg:160.00ms
step:414/3125 train_time:66.233s step_avg:159.98ms
step:415/3125 train_time:66.386s step_avg:159.97ms
step:416/3125 train_time:66.540s step_avg:159.95ms
step:417/3125 train_time:66.693s step_avg:159.93ms
step:418/3125 train_time:66.846s step_avg:159.92ms
step:419/3125 train_time:67.000s step_avg:159.91ms
step:420/3125 train_time:67.154s step_avg:159.89ms
step:421/3125 train_time:67.307s step_avg:159.87ms
step:422/3125 train_time:67.461s step_avg:159.86ms
step:423/3125 train_time:67.614s step_avg:159.84ms
step:424/3125 train_time:67.767s step_avg:159.83ms
step:425/3125 train_time:67.921s step_avg:159.82ms
step:426/3125 train_time:68.076s step_avg:159.80ms
step:427/3125 train_time:68.228s step_avg:159.79ms
step:428/3125 train_time:68.384s step_avg:159.78ms
step:429/3125 train_time:68.538s step_avg:159.76ms
step:430/3125 train_time:68.691s step_avg:159.75ms
step:431/3125 train_time:68.845s step_avg:159.73ms
step:432/3125 train_time:68.998s step_avg:159.72ms
step:433/3125 train_time:69.151s step_avg:159.70ms
step:434/3125 train_time:69.305s step_avg:159.69ms
step:435/3125 train_time:69.459s step_avg:159.68ms
step:436/3125 train_time:69.613s step_avg:159.66ms
step:437/3125 train_time:69.766s step_avg:159.65ms
step:438/3125 train_time:69.922s step_avg:159.64ms
step:439/3125 train_time:70.076s step_avg:159.63ms
step:440/3125 train_time:70.230s step_avg:159.61ms
step:441/3125 train_time:70.383s step_avg:159.60ms
step:442/3125 train_time:70.536s step_avg:159.58ms
step:443/3125 train_time:70.689s step_avg:159.57ms
step:444/3125 train_time:70.843s step_avg:159.56ms
step:445/3125 train_time:70.997s step_avg:159.54ms
step:446/3125 train_time:71.150s step_avg:159.53ms
step:447/3125 train_time:71.304s step_avg:159.52ms
step:448/3125 train_time:71.457s step_avg:159.50ms
step:449/3125 train_time:71.610s step_avg:159.49ms
step:450/3125 train_time:71.764s step_avg:159.48ms
step:451/3125 train_time:71.917s step_avg:159.46ms
step:452/3125 train_time:72.070s step_avg:159.45ms
step:453/3125 train_time:72.224s step_avg:159.43ms
step:454/3125 train_time:72.379s step_avg:159.42ms
step:455/3125 train_time:72.531s step_avg:159.41ms
step:456/3125 train_time:72.685s step_avg:159.40ms
step:457/3125 train_time:72.839s step_avg:159.38ms
step:458/3125 train_time:72.992s step_avg:159.37ms
step:459/3125 train_time:73.146s step_avg:159.36ms
step:460/3125 train_time:73.300s step_avg:159.35ms
step:461/3125 train_time:73.453s step_avg:159.33ms
step:462/3125 train_time:73.606s step_avg:159.32ms
step:463/3125 train_time:73.761s step_avg:159.31ms
step:464/3125 train_time:73.914s step_avg:159.30ms
step:465/3125 train_time:74.067s step_avg:159.28ms
step:466/3125 train_time:74.221s step_avg:159.27ms
step:467/3125 train_time:74.375s step_avg:159.26ms
step:468/3125 train_time:74.529s step_avg:159.25ms
step:469/3125 train_time:74.684s step_avg:159.24ms
step:470/3125 train_time:74.837s step_avg:159.23ms
step:471/3125 train_time:74.990s step_avg:159.22ms
step:472/3125 train_time:75.144s step_avg:159.20ms
step:473/3125 train_time:75.298s step_avg:159.19ms
step:474/3125 train_time:75.450s step_avg:159.18ms
step:475/3125 train_time:75.603s step_avg:159.16ms
step:476/3125 train_time:75.757s step_avg:159.15ms
step:477/3125 train_time:75.909s step_avg:159.14ms
step:478/3125 train_time:76.063s step_avg:159.13ms
step:479/3125 train_time:76.217s step_avg:159.12ms
step:480/3125 train_time:76.371s step_avg:159.11ms
step:481/3125 train_time:76.525s step_avg:159.09ms
step:482/3125 train_time:76.678s step_avg:159.08ms
step:483/3125 train_time:76.831s step_avg:159.07ms
step:484/3125 train_time:76.986s step_avg:159.06ms
step:485/3125 train_time:77.140s step_avg:159.05ms
step:486/3125 train_time:77.294s step_avg:159.04ms
step:487/3125 train_time:77.447s step_avg:159.03ms
step:488/3125 train_time:77.600s step_avg:159.02ms
step:489/3125 train_time:77.754s step_avg:159.01ms
step:490/3125 train_time:77.907s step_avg:158.99ms
step:491/3125 train_time:78.062s step_avg:158.99ms
step:492/3125 train_time:78.215s step_avg:158.97ms
step:493/3125 train_time:78.369s step_avg:158.96ms
