fork	assignment	step	name	weight_frob
1500	1	1750	blocks.4.mlp.fc.weight	151.97569274902344
1500	1	1750	blocks.4.mlp.proj.weight	60.54046630859375
1500	1	1750	blocks.5.attn.q.weight	51.05440902709961
1500	1	1750	blocks.5.attn.k.weight	54.06533432006836
1500	1	1750	blocks.5.attn.v.weight	58.33916091918945
1500	1	1750	blocks.5.attn.proj.weight	58.7391357421875
1500	1	1750	blocks.5.mlp.fc.weight	121.897216796875
1500	1	1750	blocks.5.mlp.proj.weight	64.7957534790039
1500	1	1750	blocks.6.attn.q.weight	63.263282775878906
1500	1	1750	blocks.6.attn.k.weight	50.989681243896484
1500	1	1750	blocks.6.attn.v.weight	67.75678253173828
1500	1	1750	blocks.6.attn.proj.weight	62.366275787353516
1500	1	1750	blocks.6.mlp.fc.weight	153.20889282226562
1500	1	1750	blocks.6.mlp.proj.weight	65.3531723022461
1500	1	1750	blocks.7.attn.q.weight	65.4891586303711
1500	1	1750	blocks.7.attn.k.weight	54.478084564208984
1500	1	1750	blocks.7.attn.v.weight	75.53770446777344
1500	1	1750	blocks.7.attn.proj.weight	56.23312759399414
1500	1	1750	blocks.7.mlp.fc.weight	152.7132110595703
1500	1	1750	blocks.7.mlp.proj.weight	61.96711730957031
1500	1	1750	blocks.8.attn.q.weight	54.091896057128906
1500	1	1750	blocks.8.attn.k.weight	51.236480712890625
1500	1	1750	blocks.8.attn.v.weight	66.32901000976562
1500	1	1750	blocks.8.attn.proj.weight	73.57228088378906
1500	1	1750	blocks.8.mlp.fc.weight	122.11143493652344
1500	1	1750	blocks.8.mlp.proj.weight	79.34701538085938
1500	1	1750	blocks.9.attn.q.weight	50.21931076049805
1500	1	1750	blocks.9.attn.k.weight	65.42098999023438
1500	1	1750	blocks.9.attn.v.weight	71.26464080810547
1500	1	1750	blocks.9.attn.proj.weight	74.3211898803711
1500	1	1750	blocks.9.mlp.fc.weight	122.2225341796875
1500	1	1750	blocks.9.mlp.proj.weight	67.24435424804688
1500	1	1750	blocks.10.attn.q.weight	50.090110778808594
1500	1	1750	blocks.10.attn.k.weight	64.51873016357422
1500	1	1750	blocks.10.attn.v.weight	69.29142761230469
1500	1	1750	blocks.10.attn.proj.weight	66.71238708496094
1500	1	1750	blocks.10.mlp.fc.weight	129.27392578125
1500	1	1750	blocks.10.mlp.proj.weight	67.6518783569336
1500	1	1750	blocks.11.attn.q.weight	54.185935974121094
1500	1	1750	blocks.11.attn.k.weight	50.200828552246094
1500	1	1750	blocks.11.attn.v.weight	77.80835723876953
1500	1	1750	blocks.11.attn.proj.weight	70.43109893798828
1500	1	1750	blocks.11.mlp.fc.weight	119.48541259765625
1500	1	1750	blocks.11.mlp.proj.weight	81.43791198730469
1500	1	1875	blocks.0.attn.q.weight	70.82926940917969
1500	1	1875	blocks.0.attn.k.weight	70.13572692871094
1500	1	1875	blocks.0.attn.v.weight	66.50756072998047
1500	1	1875	blocks.0.attn.proj.weight	50.01955795288086
1500	1	1875	blocks.0.mlp.fc.weight	148.37986755371094
1500	1	1875	blocks.0.mlp.proj.weight	54.77195739746094
1500	1	1875	blocks.1.attn.q.weight	51.82472610473633
1500	1	1875	blocks.1.attn.k.weight	50.474945068359375
1500	1	1875	blocks.1.attn.v.weight	65.69757080078125
1500	1	1875	blocks.1.attn.proj.weight	44.94242858886719
1500	1	1875	blocks.1.mlp.fc.weight	127.07179260253906
1500	1	1875	blocks.1.mlp.proj.weight	57.693233489990234
1500	1	1875	blocks.2.attn.q.weight	68.9666748046875
1500	1	1875	blocks.2.attn.k.weight	55.46713638305664
1500	1	1875	blocks.2.attn.v.weight	51.9259033203125
1500	1	1875	blocks.2.attn.proj.weight	49.632083892822266
1500	1	1875	blocks.2.mlp.fc.weight	128.34744262695312
1500	1	1875	blocks.2.mlp.proj.weight	79.83590698242188
